strong	gloss	translit
G1199	chain	desmos
G1200	jailer	desmophulax
G1201	prison	desmōtērion
G1202	prisoner	desmōtēs
G1203	master	despotēs
G1204	come	deuro
G1205	come	deute
G1206	next day	deuteraios
G1207	second-first	deuteroprōtos
G1208	secondly	deuteros
G1209	receive	dechomai
G1210	bind	deō
G1211	so	dē
G1212	Urim	dēlos
G1213	make clear	dēloō
G1214	Demas	Dēmas
G1215	give a speech	dēmēgoreō
G1216	Demetrius	Dēmētrios
G1217	builder	dēmiourgos
G1218	people	dēmos
G1219	public	dēmosios
G1220	denarius	dēnarion
G1221	whatever	dēpote
G1222	surely	dēpou
G1223	through	dia
G1224	cross	diabainō
G1225	accuse	diaballō
G1226	insist	diabebaioō
G1227	see clearly	diablepō
G1228	devilish	diabolos
G1229	proclaim	diangellō
G1230	pass	diaginomai
G1231	decide	diaginōskō
G1232	report	diagnōrizō
G1233	decision	diagnōsis
G1234	murmur	diagonguzō
G1235	wake	diagrēgoreō
G1236	live	diagō
G1237	receive in turn	diadechomai
G1238	diadem	diadēma
G1239	distribute	diadidōmi
G1240	successor	diadochos
G1241	tie around	diazōnnumi
G1242	covenant	diathēkē
G1243	variety	diairesis
G1244	distribute	diaireō
G1245	clear out	diakatharizō
G1246	refute	diakatelegchomai
G1247	serve	diakoneō
G1248	service	diakonia
G1249	servant	diakonos
G1250	two hundred	diakosioi
G1251	give a hearing	diakouō
G1252	judge	diakrinō
G1253	discernment	diakrisis
G1254	hinder	diakōluō
G1255	discuss	dialaleō
G1256	dispute	dialegō
G1257	stop	dialeipō
G1258	language	dialektos
G1259	be reconciled	diallassō
G1260	discuss	dialogizomai
G1261	reasoning	dialogismos
G1262	disperse	dialuō
G1263	testify solemnly	diamarturomai
G1264	contend sharply	diamachomai
G1265	remain	diamenō
G1266	divide	diamerizō
G1267	division	diamerismos
G1268	spread	dianemō
G1269	signify	dianeuō
G1270	thought	dianoēma
G1271	mind	dianoia
G1272	open up	dianoigō
G1273	spend the night	dianuktereuō
G1274	continue	dianuō
G1275	always	diapantos
G1276	cross	diaperaō
G1277	sail across	diapleō
G1278	be vexed	diaponeō
G1279	go through	diaporeuō
G1280	be perplexed	diaporeō
G1281	gain in trade	diapragmateuomai
G1282	be furious	diapriō
G1283	rob	diarpazō
G1284	tear	diarrēgnumi
G1285	explain	diasapheō
G1286	extort	diaseiō
G1287	scatter	diaskorpizō
G1288	tear apart	diaspaō
G1289	scatter	diaspeirō
G1290	dispersion	diaspora
G1291	give orders	diastellō
G1292	interval	diastēma
G1293	distinction	diastolē
G1294	pervert	diastrephō
G1295	save	diasōzō
G1296	ordinance	diatagē
G1297	edict	diatagma
G1298	trouble	diatarassō
G1299	direct	diatassō
G1300	continue	diateleō
G1301	keep	diatēreō
G1302	why?	diati
G1303	make a covenant	diatithēmi
G1304	remain	diatribō
G1305	food	diatrophē
G1306	shine through	diaugazō
G1307	transparent	diaphanēs
G1308	spread	diapherō
G1309	escape	diapheugō
G1310	publish abroad	diaphēmizō
G1311	destroy	diaphtheirō
G1312	decay	diaphthora
G1313	different	diaphoros
G1314	protect	diaphulassō
G1315	kill	diacheirizō
G1316	be separated	diachōrizō
G1317	able to teach	didaktikos
G1318	taught	didaktos
G1319	teaching	didaskalia
G1320	teacher	didaskalos
G1321	teach	didaskō
G1322	teaching	didachē
G1323	two-drachma	didrachmos
G1324	Twin	Didumos
G1325	give	didōmi
G1326	arouse	diegeirō
G1327	thoroughfare	diexodos
G1328	interpreter	diermēneutēs
G1329	interpret	diermēneuō
G1330	pass through	dierchomai
G1331	ascertain	dierōtaō
G1332	two years old	dietēs
G1333	two years	dietia
G1334	relate fully	diēgeomai
G1335	narrative	diēgēsis
G1336	perpetual	diēnekēs
G1337	sandbar	dithalassos
G1338	penetrate	diikneomai
G1339	pass	diistēmi
G1340	insist	diischurizomai
G1341	justice	dikaiokrisia
G1342	just	dikaios
G1343	righteousness	dikaiosunē
G1344	justify	dikaioō
G1345	righteous act	dikaiōma
G1346	rightly	dikaiōs
G1347	justification	dikaiōsis
G1348	magistrate	dikastēs
G1349	condemnation	dikē
G1350	net	diktuon
G1351	insincere	dilogos
G1352	therefore	dio
G1353	go through	diodeuō
G1354	Dionysius	Dionusios
G1355	for	dioper
G1356	fallen from heaven	diopetēs
G1357	reformation	diorthōsis
G1358	break in	diorussō
G1359	twin gods	Dioskouroi
G1360	because	dioti
G1361	Diotrephes	Diotrephēs
G1362	double	diplous
G1363	double	diploō
G1364	twice	dis
G1365	doubt	distazō
G1366	double-edged	distomos
G1367	two thousand	dischilioi
G1368	strain out	diulizō
G1369	disunite	dichazō
G1370	dissension	dichostasia
G1371	cut in two	dichotomeō
G1372	thirst	dipsaō
G1373	thirst	dipsos
G1374	double-minded	dipsuchos
G1375	persecution	diōgmos
G1376	persecutor	diōktēs
G1377	pursue	diōkō
G1378	decree	dogma
G1379	decree	dogmatizō
G1380	think	dokeō
G1381	test	dokimazō
G1382	test	dokimē
G1383	testing	dokimion
G1384	tested	dokimos
G1385	plank	dokos
G1386	deceitful	dolios
G1387	deceive	dolioō
G1388	deceit	dolos
G1389	distort	doloō
G1390	gift	doma
G1391	glory	doxa
G1392	glorify	doxazō
G1393	Dorcas	Dorkas
G1394	gift	dosis
G1395	giver	dotēs
G1396	enslave	doulagōgeō
G1397	slavery	douleia
G1398	be a slave	douleuō
G1399	female slave	doulē
G1400	slave	doulon
G1401	slave	doulos
G1402	enslave	douloō
G1403	banquet	dochē
G1404	dragon	drakōn
G1405	catch	drassomai
G1406	drachma	drachmē
G1407	sickle	drepanon
G1408	racecourse	dromos
G1409	Drusilla	Drousilla
G1410	be able	dunamai
G1411	power	dunamis
G1412	empower	dunamoō
G1413	ruler	dunastēs
G1414	be able	dunateō
G1415	able	dunatos
G1416	set	dunō, dumi
G1417	two	duo
G1418	hard	dus-
G1419	ponderous	dusbastaktos
G1420	dysentery	dusenteria
G1421	hard to interpret	dusermēneutos
G1422	difficult	duskolos
G1423	difficultly	duskolōs
G1424	west	dusmē
G1425	hard to understand	dusnoētos
G1426	slander	dusphēmia
G1427	twelve	dōdeka
G1428	twelfth	dōdekatos
G1429	twelve tribes	dōdekaphulos
G1430	housetop	dōma
G1431	free gift	dōrea
G1432	freely	dōrean
G1433	give	dōreō
G1434	free gift	dōrēma
G1435	gift	dōron
G1436	ha!	ea
G1437	if	ean
G1438	themself	heautou
G1439	allow	eaō
G1440	seventy	hebdomēkonta
G1441	seventy times	hebdomēkontakis
G1442	seventh	hebdomos
G1443	Eber	Eber
G1444	Hebrew	Hebraikos
G1445	Hebrew	Hebraios
G1446	Hebrew	Hebrais
G1447	Hebrew	Hebraisti
G1448	come near	engizō
G1449	write in	engraphō
G1450	guarantor	enguos
G1451	near	engus
G1452	nearer	enguteros
G1453	arise	egeirō
G1454	resurrection	egersis
G1455	spy	egkathetos
G1456	Feast|Festival of Dedication	egkainia
G1457	inaugurate	egkainizō
G1458	accuse	egkaleō
G1459	leave behind	egkataleipō
G1460	live among	egkatoikeō
G1461	ingraft	egkentrizō
G1462	accusation	egklēma
G1463	clothe oneself	egkomboomai
G1464	hindrance	egkopē
G1465	impede	egkoptō
G1466	self-control	egkrateia
G1467	self-control	egkrateuomai
G1468	self-controlled	egkratēs
G1469	classify	egkrinō
G1470	mix	egkruptō
G1471	pregnant	egkuos
G1472	rub on	egchriō
G1473	I	egō
G1474	raze	edaphizō
G1475	ground	edaphos
G1476	steadfast	hedraios
G1477	foundation	hedraiōma
G1478	Hezekiah	Ezekias
G1479	self-made religion	ethelothrēskeia
G1480	be accustomed	ethizō
G1481	governor	ethnarchēs
G1482	Gentile-like	ethnikos
G1483	Gentile-way	ethnikōs
G1484	Gentiles	ethnos
G1485	custom	ethos
G1486	have a custom	ethō
G1487	if	ei
G1488	you are	ei
G1489	if indeed	eige
G1490	but if not	ei de mē(ge)
G1491	appearance	eidos
G1492	perceive	eidō
G1493	idol's temple	eidōleion
G1494	sacrificed to idols	eidōlothutos
G1495	idolatry	eidōlolatreia
G1496	idolater	eidōlolatrēs
G1497	idol	eidōlon
G1498	may be	eiēn
G1499	if also	ei kai
G1500	in vain	eikē
G1501	twenty	eikosi
G1502	yield	eikō
G1503	resemble	eikō
G1504	image	eikōn
G1505	sincerity	eilikrineia
G1506	pure	eilikrinēs
G1507	roll up	ehilissō
G1508	except	ei mē
G1509	except what	ei mē ti
G1510	be	eimi
G1511	exist	einai
G1512	if so	eiper
G1513	if somehow	eipōs
G1514	be at peace	eirēneuō
G1515	peace	eirēnē
G1516	peaceful	eirēnikos
G1517	make peace	eirēnopoieō
G1518	peacemaker	eirēnopoios
G1519	toward	eis
G1520	one	ehis
G1521	bring in	eisagō
G1522	listen to	eisakouō
G1523	receive	eisdechomai
G1524	enter	eiseimi
G1525	enter	eiserchomai
G1526	they are	eisi
G1527	one by one	ehis kath᾽ ehis
G1528	invite	eiskaleō
G1529	entry	eisodos
G1530	rush into	eispēdaō
G1531	enter	eisporeuō
G1532	run in	eistrechō
G1533	bring in	eispherō
G1534	then	eita
G1535	whether	eite
G1536	if any	ei tis
G1537	out from	ek
G1538	each	hekastos
G1539	always	hekastote
G1540	hundred	hekaton
G1541	hundred years old	hekatontaetēs
G1542	hundred times	hekatontaplasiōn
G1543	centurion	hekatontarchos
G1544	expel	ekballō
G1545	way out	ekbasis
G1546	jettisoning	ekbolē
G1547	marry	ekgamizō
G1548	give in marriage	ekgamiskō
G1549	descendant	ekgonos
G1550	expend	ekdapanaō
G1551	wait for	ekdechomai
G1552	clearly evident	ekdēlos
G1553	be away	ekdēmeō
G1554	lease	ekdidōmi
G1555	tell in detail	ekdiēgeomai
G1556	avenge	ekdikeō
G1557	vengeance	ekdikēsis
G1558	avenging	ekdikos
G1559	persecute	ekdiōkō
G1560	handed over	ekdotos
G1561	expectation	ekdochē
G1562	strip	ekduō
G1563	there	ekei
G1564	from there	ekeithen
G1565	that	ekeinos
G1566	there	ekeise
G1567	seek out	ekzēteō
G1568	be awe-struck	ekthambeō
G1569	astonished	ekthambos
G1570	exposed	ekthetos
G1571	cleanse	ekkathairō
G1572	be enflamed	ekkaiō
G1573	lose heart	ekkakeō
G1574	pierce	ekkenteō
G1575	break off	ekklaō
G1576	exclude	ekkleiō
G1577	assembly	ekklēsia
G1578	turn from	ekklinō
G1579	swim out	ekkolumbaō
G1580	carry out	ekkomizō
G1581	prevent	ekkoptō
G1582	hang upon	ekkremannumi
G1583	speak out	eklaleō
G1584	shine out	eklampō
G1585	forget	eklanthanō
G1586	select	eklegō
G1587	fail	ekleipō
G1588	select	eklektos
G1589	selecting	eklogē
G1590	faint	ekluō
G1591	wipe off	ekmassō
G1592	ridicule	ekmuktērizō
G1593	withdraw	ekneuō
G1594	wake up	eknēphō
G1595	voluntary	hekousios
G1596	voluntarily	hekousiōs
G1597	of old	ekpalai
G1598	test	ekpeirazō
G1599	send away	ekpempō
G1600	extend	ekpetazō
G1601	fall out	ekpiptō
G1602	sail out	ekpleō
G1603	fulfill	ekplēroō
G1604	fulfillment	ekplērōsis
G1605	be astonished	ekplēssō
G1606	expire	ekpneō
G1607	depart	ekporeuō
G1608	fornicate	ekporneuō
G1609	spit out	ekptuō
G1610	uproot	ekrizoō
G1611	amazement	ekstasis
G1612	be warped	ekstrephō
G1613	disturb greatly	ektarassō
G1614	stretch out	ekteinō
G1615	finish up	ekteleō
G1616	earnestness	ekteneia
G1617	earnestly	ektenesteron
G1618	fervent	ektenēs
G1619	fervently	ektenōs
G1620	explain	ektithēmi
G1621	shake out	ektinassō
G1622	outside	ektos
G1623	sixth	hektos
G1624	turn	ektrepō
G1625	nourish	ektrephō
G1626	untimely birth	ektrōma
G1627	bring	ekpherō
G1628	escape	ekpheugō
G1629	terrify	ekphobeō
G1630	terrified	ekphobos
G1631	put out	ekphuō
G1632	pour out	ekcheō
G1633	go out	ekchōreō
G1634	expire	ekpsuchō
G1635	voluntarily	hekōn
G1636	olive tree	elaia
G1637	olive oil	elaion
G1638	Olivet	elaiōn
G1639	Elamite	Elamitēs
G1640	lesser	elassōn
G1641	have little	elattoneō
G1642	make less	elattoō
G1643	drive	elaunō
G1644	lightness	elaphria
G1645	light	elaphros
G1646	least	elachistos
G1647	least	elachistoteros
G1648	Eleazar	Eleazar
G1649	rebuke	elegxis
G1650	rebuke	elegchos
G1651	rebuke	elegchō
G1652	pitiful	eleeinos
G1653	have mercy	eleeō
G1654	charity	eleēmosunē
G1655	merciful	eleēmōn
G1656	mercy	eleos
G1657	freedom	eleutheria
G1658	free	eleutheros
G1659	set free	eleutheroō
G1660	coming	eleusis
G1661	made of ivory	elephantinos
G1662	Eliakim	Eliakeim
G1663	Eliezer	Eliezer
G1664	Eliud	Elioud
G1665	Elizabeth	Elisabet
G1666	Elisha	Elissaios
G1667	roll up	helissō
G1668	sore	helkos
G1669	have	helkoō
G1670	draw	helkuō, helkō
G1671	Greece	Hellas
G1672	Greek, Gentile	Hellēn
G1673	Greek	Hellēnikos
G1674	Gentile	Hellēnis
G1675	Hellenist	Hellēnistēs
G1676	Greek	Hellēnisti
G1677	charge	ellogeō
G1678	Elmadam	Elmōdam
G1679	hope	elpizō
G1680	hope	elpis
G1681	Elymas	Elumas
G1682	Eloi	elōi
G1683	myself	emautou
G1684	climb	embainō
G1685	throw in	emballō
G1686	dip in	embaptō
G1687	investigate	embateuō
G1688	put on board	embibazō
G1689	look into	emblepō
G1690	be agitated	embrimaomai
G1691	me	eme
G1692	vomit	emeō
G1693	be enraged	emmainomai
G1694	Immanuel	Emmanouēl
G1695	Emmaus	Emmaous
G1696	abide in	emmenō
G1697	Hamor	Emmor
G1698	I	emoi
G1699	mine	emos
G1700	of me	emou
G1701	jeering	empaigmos
G1702	mock	empaizō
G1703	mocker	empaiktēs
G1704	walk in	emperipateō
G1705	fill up	empimplēmi
G1706	fall into	empiptō
G1707	entangle	emplekō
G1708	braiding	emplokē
G1709	breath into	empneō
G1710	traffic in	emporeuomai
G1711	trade	emporia
G1712	marketplace	emporion
G1713	trader	emporos
G1714	burn	emprēthō
G1715	before	emprosthen
G1716	spit on	emptuō
G1717	revealed	emphanēs
G1718	show	emphanizō
G1719	afraid	emphobos
G1720	breathe into	emphusaō
G1721	implanted	emphutos
G1722	in	en
G1723	embrace	enagkalizomai
G1724	marine	enalios
G1725	before	enanti
G1726	in front of	enantion
G1727	hostile	enantios
G1728	begin	enarchomai
G1729	impoverished	endeēs
G1730	evidence	endeigma
G1731	show	endeiknumi
G1732	demonstration	endeixis
G1733	eleven	hendeka
G1734	eleventh	hendekatos
G1735	be possible	endechomai
G1736	be home	endēmeō
G1737	dress	endiduskō
G1738	just	endikos
G1739	material	endomēsis
G1740	be glorified	endoxazomai
G1741	honored	endoxos
G1742	clothing	enduma
G1743	strengthen	endunamoō
G1744	sneak	endunō
G1745	wearing	endusis
G1746	put on	enduō
G1747	plot	enedra
G1748	ambush	enedreuō
G1749	hinderance	enedron
G1750	enwrap	eneileō
G1751	be in	eneimi
G1752	because of	heneka, ehineken
G1753	active energy	energeia
G1754	be active	energeō
G1755	working	energēma
G1756	effective	energēs, enargēs
G1757	be blessed	eneulogeomai
G1758	oppose	enechō
G1759	in	enthade
G1760	reflect on	enthumeomai
G1761	reflection	enthumēsis
G1762	there is	eni
G1763	year	eniautos
G1764	be present	enistēmi
G1765	strengthen	enischuō
G1766	ninth (hour)	ennatos
G1767	nine	ennea
G1768	ninety	enenēkonta
G1769	speechless	enneos
G1770	signify	enneuō
G1771	thought	ennoia
G1772	under law	ennomos
G1773	at night	ennuchos
G1774	dwell in	enoikeō
G1775	unity	henotēs
G1776	trouble	enochleō
G1777	liable for	enochos
G1778	precept	entalma
G1779	prepare burial	entaphiazō
G1780	burial	entaphiasmos
G1781	order	entellō
G1782	from here	enteuthen, enthen
G1783	intercession	enteuxis
G1784	valued	entimos
G1785	commandment	entolē
G1786	resident	entopios
G1787	inside	entos
G1788	cause shame	entrepō
G1789	be reared	entrephō
G1790	trembling	entromos
G1791	shame	entropē
G1792	revel	entruphaō
G1793	call on	entugchanō
G1794	wrap up	entulissō
G1795	engrave	entupoō
G1796	insult	enubrizō
G1797	dream	enupniazō
G1798	dream	enupnion
G1799	before	enōpion
G1800	Enos	Enōs
G1801	listen to	enōtizomai
G1802	Enoch	Enōch
G1803	six	hex
G1804	proclaim	exangellō
G1805	redeem	exagorazō
G1806	lead out	exagō
G1807	take out	exaireō
G1808	expel	exairō
G1809	demand	exaiteō
G1810	suddenly	exaiphnēs
G1811	follow	exakoloutheō
G1812	six hundred	hexakosioi
G1813	blot out	exaleiphō
G1814	leap up	exallomai
G1815	resurrection	exanastasis
G1816	sprout up	exanatellō
G1817	raise up	exanistēmi
G1818	deceive	exapataō
G1819	suddenly	exapina
G1820	despair	exaporeō
G1821	send out	exapostellō
G1822	finish	exartizō
G1823	flash forth	exastraptō
G1824	immediately	exautēs
G1825	raise	exegeirō
G1826	go out	exeimi
G1827	convict	exelegchō
G1828	drag out	exelkō
G1829	vomit	exerama
G1830	search out	exereunaō
G1831	go out	exerchomai
G1832	be permitted	exesti, exon
G1833	find out	exetazō
G1834	tell	exēgeomai
G1835	sixty	hexēkonta
G1836	next	hexēs
G1837	ring	exēcheō
G1838	habit	hexis
G1839	amaze	existēmi
G1840	have power	exischuō
G1841	departure	exodos
G1842	root out	exolothreuō
G1843	agree	exomologeomai
G1844	adjure	exorkizō
G1845	exorcist	exorkistēs
G1846	dig through	exorussō
G1847	be rejected	exoudenoō
G1848	reject	exoutheneō
G1849	authority	exousia
G1850	have authority	exousiazō
G1851	prominent	exochē
G1852	awake	exupnizō
G1853	awake	exupnos
G1854	out	exō
G1855	outside	exōthen
G1856	expel	exōtheō
G1857	outer	exōteros
G1858	keep a festival	heortazō
G1859	festival	heortē
G1860	promise	epangelia
G1861	profess	epangellō
G1862	promise	epangelma
G1863	bring upon	epagō
G1864	contend	epagōnizomai
G1865	collect	epathroizomai
G1866	Epaenetus	Epainetos
G1867	praise	epaineō
G1868	praise	epainos
G1869	lift up	epairō
G1870	be ashamed of	epaischunomai
G1871	ask	epaiteō
G1872	follow after	epakoloutheō
G1873	listen to	epakouō
G1874	listen ro	epakroaomai
G1875	when	epan
G1876	necessarily	epanagkes
G1877	set off	epanagō
G1878	remind	epanamimnēskō
G1879	rest	epanapauō
G1880	return	epanerchomai
G1881	rebel against	epanistēmi
G1882	correcting	epanorthōsis
G1883	above	epanō
G1884	help	eparkeō
G1885	province	eparchia
G1886	residence	epaulis
G1887	next day	epaurion
G1888	in the very act	epautophōros, autophōros
G1889	Epaphras	Epaphras
G1890	foam up	epaphrizō
G1891	Epaphroditus	Epaphroditos
G1892	awaken	epegeirō
G1893	since	epei
G1894	since	epeidē
G1895	since	epeidēper
G1896	look upon	epeidon
G1897	since	epeiper
G1898	introduction	epeisagōgē
G1899	then	epeita
G1900	beyond	epekeina
G1901	reach out to	epekteinomai
G1902	be clothed	ependuō
G1903	coat	ependutēs
G1904	arrive	eperchomai
G1905	question	eperōtaō
G1906	pledge	eperōtēma
G1907	hold fast	epechō
G1908	mistreat	epēreazō
G1909	upon	epi
G1910	mount	epibainō
G1911	put on	epiballō
G1912	burden	epibareō
G1913	mount	epibibazō
G1914	look upon	epiblepō
G1915	patch	epiblēma
G1916	cry out	epiboaō
G1917	plot	epiboulē
G1918	marry	epigambreuō
G1919	earthly	epigeios
G1920	arise	epiginomai
G1921	come to know	epiginōskō
G1922	knowledge	epignōsis
G1923	inscription	epigraphē
G1924	write on	epigraphō
G1925	show	epideiknumi
G1926	welcome	epidechomai
G1927	sojourn	epidēmeō
G1928	add to	epidiatassomai
G1929	give	epididōmi
G1930	straighten out	epidiorthoō
G1931	set	epiduō
G1932	gentleness	epieikeia
G1933	gentle	epieikēs
G1934	seek after	epizēteō
G1935	condemned to death	epithanatios
G1936	laying on	epithesis
G1937	long for	epithumeō
G1938	one who desires	epithumētēs
G1939	desire	epithumia
G1940	sit on	epikathizō
G1941	call (on)	epikaleō
G1942	covering	epikalumma
G1943	cover	epikaluptō
G1944	cursed	epikataratos
G1945	lay on	epikeimai
G1946	Epicurean	Epikoureios
G1947	help	epikouria
G1948	decide	epikrinō
G1949	catch	epilambanō
G1950	forget	epilanthanō
G1951	call	epilegō
G1952	be insufficient	epileipō
G1953	forgetfulness	epilēsmonē
G1954	remaining	epiloipos
G1955	explanation	epilusis
G1956	explain	epiluō
G1957	testify to	epimartureō
G1958	care	epimeleia
G1959	care	epimeleomai
G1960	carefully	epimelōs
G1961	remain	epimenō
G1962	accept	epineuō
G1963	thought	epinoia
G1964	break an oath	epiorkeō
G1965	perjurer	epiorkos
G1966	come later	epiousa
G1967	daily	epiousios
G1968	fall	epipiptō
G1969	rebuke	epiplēssō
G1970	choke	epipnigō
G1971	long for	epipotheō
G1972	longing	epipothēsis
G1973	longed for	epipothētos
G1974	longing	epipothia
G1975	come	epiporeuomai
G1976	sew on	epirraptō
G1977	throw on	epirriptō
G1978	notable	episēmos
G1979	food	episitismos
G1980	visit	episkeptomai
G1981	rest upon	episkēnoō
G1982	overshadow	episkiazō
G1983	oversee	episkopeō
G1984	oversight	episkopē
G1985	overseer	episkopos
G1986	uncircumcise	epispaō
G1987	know	epistamai
G1988	master	epistatēs
G1989	write to	epistellō
G1990	knowing	epistēmōn
G1991	strengthen	epistērizō
G1992	epistle	epistolē
